A428,기타 형태의 방선균증
A429,상세불명의 방선균증
A430,폐노카르디아증
A431,피부노카르디아증
A438,기타 형태의 노카르디아증
A439,상세불명의 노카르디아증
A440,전신바르토넬라병
A441,피부 및 점막피부 바르토넬라병
A448,기타 형태의 바르토넬라병
A449,상세불명의 바르토넬라병
A480,가스괴저
A481,재향군인병
A482,비폐렴성 재향군인병[폰티액열]
A483,독성쇼크증후군
A484,브라질자반열
A488,기타 명시된 세균성 질환
A490,상세불명 부위의 포도구균감염
A491,상세불명 부위의 연쇄구균 및 장내구균 감염
A492,상세불명 부위의 인플루엔자균감염
A493,상세불명 부위의 마이코플라스마감염
A498,상세불명 부위의 기타 세균감염
A499,상세불명의 세균감염
A500,증상성 조기선천매독
A501,잠복성 조기선천매독
A502,상세불명의 조기선천매독
A503,만기 선천매독성 눈병증
A504,만기 선천성 신경매독[연소성 신경매독]
A505,기타 증상성 만기선천매독
A506,잠복성 만기선천매독
A507,상세불명의 만기선천매독
A509,상세불명의 선천매독
A510,생식기의 일차매독
A511,항문의 일차매독
A512,기타 부위의 일차매독
A513,피부 및 점막의 이차매독
A514,매독성 기타 이차매독
A515,잠복성 조기매독
A519,상세불명의 조기매독
A520,심혈관매독
A521,증상성 신경매독
A522,무증상신경매독
A523,상세불명의 신경매독
A527,기타 증상성 만기매독
A528,잠복성 만기매독
A529,상세불명의 만기매독
A530,조기인지 만기인지 상세불명의 잠복매독
A539,상세불명의 매독
A540,요도주위 또는 부속선에 농양이 없는 하부 비뇨생식관의 임균감염
A541,요도주위 및 부속선에 농양이 있는 하부 비뇨생식관의 임균감염
A542,임균성 골반복막염 및 기타 임균성 비뇨생식기감염
A543,눈의 임균감염
A544,근골격계통의 임균감염
A545,임균인두염
A546,항문 및 직장의 임균감염
A548,기타 임균감염
A549,상세불명의 임균감염
A560,하부비뇨생식관의 클라미디아감염
A561,골반복막 및 기타 비뇨생식기관의 클라미디아감염
A562,상세불명의 비뇨생식관의 클라미디아감염
A563,항문 및 직장의 클라미디아감염
A564,인두의 클라미디아감염
A568,기타 부위의 성행위로 전파되는 클라미디아감염
A590,비뇨생식기의 편모충증
A598,기타 부위의 편모충증
A599,상세불명의 편모충증
A600,생식기 및 비뇨생식관의 헤르페스바이러스감염
A601,항문주위피부 및 직장의 헤르페스바이러스감염
A609,상세불명의 항문생식기의 헤르페스바이러스감염
A630,항문생식기의(성병성) 사마귀
A638,기타 명시된 주로 성행위로 전파되는 질환
A660,요스의 초기병변
A661,다발성 유두종 및 습성 요스
A662,기타 요스의 조기피부병변
A663,요스의 과각화증
A664,요스의 고무종 및 궤양
A665,강고사
A666,요스의 골 및 관절 병변
A667,기타 요스의 증상
A668,잠복요스
A669,상세불명의 요스
A670,핀타의 일차병변
A671,핀타의 중간병변
A672,핀타의 만기병변
A673,핀타의 혼합병변
A679,상세불명의 핀타
A680,이매개 재귀열
A681,진드기매개 재귀열
A689,상세불명의 재귀열
A690,괴사궤양성 구내염
A691,기타 뱅상감염
A692,라임병
A698,기타 명시된 스피로헤타감염
A699,상세불명의 스피로헤타감염
A710,트라코마의 초기
A711,트라코마의 활동기
A719,상세불명의 트라코마
A740,클라미디아결막염(H131*)
A748,기타 클라미디아질환
A749,상세불명의 클라미디아감염
A750,리케차 프로와제키에 의한 유행성 이매개발진티푸스
A751,재발성 발진티푸스[브릴병]
A752,리케차 티피에 의한 발진티푸스
A753,리케차 쯔쯔가무시에 의한 발진티푸스
A759,상세불명의 발진티푸스
A770,리케차 리케치에 의한 홍반열
A771,리케차 코노리에 의한 홍반열
A772,리케차 시베리카에 의한 홍반열
A773,리케차 오스트랄리스에 의한 홍반열
A778,기타 홍반열
A779,상세불명의 홍반열
A790,참호열
A791,리케차 아카리에 의한 리케차폭스
A798,기타 명시된 리케차병
A799,상세불명의 리케차병
A800,백신 관련 급성 마비성 회색질척수염
A801,수입된 야생형바이러스에 의한 급성 마비성 회색질척수염
A802,토착성 야생형바이러스에 의한 급성 마비성 회색질척수염
A803,기타 및 상세불명의 급성 마비성 회색질척수염
A804,급성 비마비성 회색질척수염
A809,상세불명의 급성 회색질척수염
A810,크로이츠펠트-야콥병
A811,아급성 경화성 범뇌염
A812,진행성 다초점백질뇌병증
A818,중추신경계통의 기타 비정형바이러스감염
A819,중추신경계통의 상세불명의 비정형바이러스감염
A820,삼림형광견병
A821,도시형광견병
A829,상세불명의 광견병
A830,일본뇌염
A831,서부말뇌염
A832,북미동부말뇌염
A833,세인트루이스뇌염
A834,오스트랄리아뇌염
A835,캘리포니아뇌염
A836,로시오바이러스병
A838,기타 모기매개바이러스뇌염
A839,상세불명의 모기매개바이러스뇌염
A840,극동진드기매개뇌염[러시아봄여름뇌염]
A841,중앙유럽진드기매개뇌염
A848,기타 진드기매개바이러스뇌염
A849,상세불명의 진드기매개바이러스뇌염
A850,엔테로바이러스뇌염(G051*)
A851,아데노바이러스뇌염(G051*)
A852,상세불명의 절지동물매개바이러스뇌염
A858,기타 명시된 바이러스뇌염
A870,엔테로바이러스수막염(G020*)
A871,아데노바이러스수막염(G020*)
A872,림프구성 맥락수막염
A878,기타 바이러스수막염
A879,상세불명의 바이러스수막염
A880,엔테로바이러스발진열[보스톤발진]
A881,유행성 현기증
A888,중추신경계통의 기타 명시된 바이러스감염
A920,치쿤군야바이러스병
A921,오뇽뇽열
A922,베네주엘라말열
A923,서부나일바이러스감염
A924,리프트계곡열
A928,기타 명시된 모기매개바이러스열
A929,상세불명의 모기매개바이러스열
A930,오로퓨스바이러스병
A931,모래파리열
A932,콜로라도진드기열
A938,기타 명시된 절지동물매개바이러스열
A950,삼림형황열
A951,도시형황열
A959,상세불명의 황열
A960,주닌출혈열
A961,마추포출혈열
A962,라사열
A968,기타 아레나바이러스출혈열
A969,상세불명의 아레나바이러스출혈열
A970,경고징후 없는 뎅기
A971,경고징후 있는 뎅기
A972,심한 뎅기
A979,상세불명의 뎅기열
A980,크리미아-콩고출혈열
A981,옴스크출혈열
A982,키야사나삼림병
A983,마르부르그바이러스병
A984,에볼라바이러스병
A985,신장증후군을 동반한 출혈열
A988,기타 명시된 바이러스출혈열
B000,헤르페스습진
B001,헤르페스바이러스 소수포피부염
B002,헤르페스바이러스 치은구내염 및 인두편도염
B003,헤르페스바이러스수막염(G020*)
B004,헤르페스바이러스뇌염(G051*)
B005,헤르페스바이러스눈병
B007,파종성 헤르페스바이러스병
B008,기타 형태의 헤르페스바이러스감염
B009,상세불명의 헤르페스바이러스감염
B010,수두수막염(G020*)
B011,수두뇌염(G051*)
B012,수두폐렴(J171*)
B018,기타 합병증을 동반한 수두
B019,합병증이 없는 수두
B020,대상포진뇌염(G051*)
B021,대상포진수막염(G020*)
B022,기타 신경계통 침범을 동반한 대상포진
B023,대상포진눈병
B027,파종성 대상포진
B028,기타 합병증을 동반한 대상포진
B029,합병증이 없는 대상포진
B050,뇌염이 합병된 홍역(G051*)
B051,수막염이 합병된 홍역(G020*)
B052,폐렴이 합병된 홍역(J171*)
B053,중이염이 합병된 홍역(H671*)
B054,장합병증이 동반된 홍역
B058,기타 합병증을 동반한 홍역
B059,합병증 없는 홍역
B060,신경학적 합병증을 동반한 풍진
B068,기타 합병증을 동반한 풍진
B069,합병증이 없는 풍진
B080,기타 오르토폭스바이러스감염
B081,전염성 물렁종
B082,돌발발진[제6병]
B083,감염성 홍반[제5병]
B084,발진을 동반한 엔테로바이러스소수포구내염
B085,엔테로바이러스소수포인두염
B088,기타 명시된 피부 및 점막병변이 특징인 바이러스감염
B150,간성 혼수가 있는 A형간염
B159,간성 혼수가 없는 A형간염
B160,간성 혼수가 있는 델타-병원체(동시감염)를 가진 급성 B형간염
B161,간성 혼수가 없는 델타-병원체(동시감염)를 가진 급성 B형간염
B162,간성 혼수가 있고 델타-병원체가 없는 급성 B형간염
B169,간성 혼수가 없고 델타-병원체도 없는 급성 B형간염
B170,B형간염보균자의 급성 델타(중복)감염
B171,급성 C형간염
B172,급성 E형간염
B178,기타 명시된 급성 바이러스간염
B179,상세불명의 급성 바이러스간염
B180,델타-병원체가 있는 만성 바이러스B형간염
B181,델타-병원체가 없는 만성 바이러스B형간염
B182,만성 바이러스C형간염
B188,기타 만성 바이러스간염
B189,상세불명의 만성 바이러스간염
B190,간성 혼수가 있는 상세불명의 바이러스간염
B199,간성 혼수가 없는 상세불명의 바이러스간염
B200,마이코박테리아감염을 유발한 인체면역결핍바이러스병
B201,기타 세균감염을 유발한 인체면역결핍바이러스병
B202,거대세포바이러스병을 유발한 인체면역결핍바이러스병
B203,기타 바이러스감염을 유발한 인체면역결핍바이러스병
B204,칸디다증을 유발한 인체면역결핍바이러스병
B205,기타 진균증을 유발한 인체면역결핍바이러스병
B206,폐포자충폐렴을 유발한 인체면역결핍바이러스병
B207,다발감염을 유발한 인체면역결핍바이러스병
B208,기타 감염성 및 기생충성 질환을 유발한 인체면역결핍바이러스병
B209,상세불명의 감염성 또는 기생충성 질환을 유발한 인체면역결핍바이러스병
B210,카포시육종을 유발한 인체면역결핍바이러스병
B211,버킷림프종을 유발한 인체면역결핍바이러스병
B212,기타 유형의 비호지킨림프종을 유발한 인체면역결핍바이러스병
B213,림프성
B217,다발성 악성 신생물을 유발한 인체면역결핍바이러스병
B218,기타 악성 신생물을 유발한 인체면역결핍바이러스병
B219,상세불명의 악성 신생물을 유발한 인체면역결핍바이러스병
B220,뇌병증을 유발한 인체면역결핍바이러스병
B221,림프성 간질폐렴을 유발한 인체면역결핍바이러스병
B222,소모증후군을 유발한 인체면역결핍바이러스병
B227,달리 분류된 다발성 질환을 유발한 인체면역결핍바이러스병
B230,급성 인체면역결핍바이러스감염증후군
B231,(지속성) 전신림프선병증을 유발한 인체면역결핍바이러스병
B232,달리 분류되지 않은 혈액학적 및 면역학적 이상을 유발한 인체면역결핍바이러스병
B238,기타 명시된 병태를 유발한 인체면역결핍바이러스병
B250,거대세포바이러스폐렴(J171*)
B251,거대세포바이러스간염(K770*)
B252,거대세포바이러스췌장염(K871*)
B258,기타 거대세포바이러스병
B259,상세불명의 거대세포바이러스병
B260,볼거리고환염(N511*)
B261,볼거리수막염(G020*)
B262,볼거리뇌염(G051*)
B263,볼거리췌장염(K871*)
B268,기타 합병증이 있는 볼거리
B269,합병증 없는 볼거리
B270,감마헤르페스바이러스단핵구증
B271,거대세포바이러스단핵구증
B278,기타 감염성 단핵구증
B279,상세불명의 감염성 단핵구증
B300,아데노바이러스에 의한 각막결막염(H192*)
B301,아데노바이러스에 의한 결막염(H131*)
B302,바이러스인두결막염
B303,급성 유행성 출혈성 결막염(엔테로바이러스)(H131*)
B308,기타 바이러스결막염(H131*)
B309,상세불명의 바이러스결막염
B330,유행성 근통
B331,로스강병
B332,바이러스심장염
B333,달리 분류되지 않은 레트로바이러스감염
B334,한타바이러스(심)-폐증후군(J171*)
B338,기타 명시된 바이러스질환
B340,상세불명 부위의 아데노바이러스감염
B341,상세불명 부위의 엔테로바이러스감염
B342,상세불명 부위의 코로나바이러스감염
B343,상세불명 부위의 파르보바이러스감염
B344,상세불명 부위의 파포바바이러스감염
B348,상세불명 부위의 기타 바이러스감염
B349,상세불명의 바이러스감염
B350,수염 및 두피 백선
B351,손발톱백선
B352,손백선
B353,발백선
B354,체부백선
B355,와상백선
B356,사타구니백선증
B358,기타 피부백선증
B359,상세불명의 백선증
B360,어루러기
B361,흑색 백선
B362,백색털결절진균증
B363,흑색털결절진균증
B368,기타 명시된 표재성 진균증
B369,상세불명의 표재성 진균증
B370,칸디다구내염
B371,폐칸디다증
B372,피부 및 손발톱 칸디다증
B373,외음 및 질의 칸디다증(N771*)
B374,기타 비뇨생식기 부위의 칸디다증
B375,칸디다수막염(G021*)
B376,칸디다심내막염(I398*)
B377,칸디다패혈증
B378,기타 부위의 칸디다증
B379,상세불명의 칸디다증
B380,급성 폐콕시디오이데스진균증
B381,만성 폐콕시디오이데스진균증
B382,상세불명의 폐콕시디오이데스진균증
B383,피부콕시디오이데스진균증
B384,콕시디오이데스진균수막염(G021*)
B387,파종성 콕시디오이데스진균증
B388,기타 형태의 콕시디오이데스진균증
B389,상세불명의 콕시디오이데스진균증
B390,급성 폐히스토플라스마증
B391,만성 폐히스토플라스마증
B392,상세불명의 폐히스토플라스마증
B393,파종성 히스토플라스마증
B394,상세불명의 캡슐라툼 히스토플라스마증
B395,두보이시 히스토플라스마증
B399,상세불명의 히스토플라스마증
B400,급성 폐분아균증
B401,만성 폐분아균증
B402,상세불명의 폐분아균증
B403,피부분아균증
B407,파종성 분아균증
B408,기타 형태의 분아균증
B409,상세불명의 분아균증
B410,폐파라콕시디오이데스진균증
B417,파종성 파라콕시디오이데스진균증
B418,기타 형태의 파라콕시디오이데스진균증
B419,상세불명의 파라콕시디오이데스진균증
B420,폐스포로트릭스증(J998*)
B421,림프피부스포로트릭스증
B427,파종성 스포로트릭스증
B428,기타 형태의 스포로트릭스증
B429,상세불명의 스포로트릭스증
B430,피부색소진균증
B431,피오진균뇌농양
B432,피하피오진균성 농양 및 낭
B438,기타 형태의 색소진균증
B439,상세불명의 색소진균증
B440,침습성 폐아스페르길루스증
B441,기타 폐아스페르길루스증
B442,편도아스페르길루스증
B447,파종성 아스페르길루스증
B448,기타 형태의 아스페르길루스증
B449,상세불명의 아스페르길루스증
B450,폐크립토콕쿠스증
B451,대뇌크립토콕쿠스증
B452,피부크립토콕쿠스증
B453,골크립토콕쿠스증
B457,파종성 크립토콕쿠스증
B458,기타 형태의 크립토콕쿠스증
B459,상세불명의 크립토콕쿠스증
B460,폐털곰팡이증
B461,코대뇌털곰팡이증
B462,위장털곰팡이증
B463,피부털곰팡이증
B464,파종성 털곰팡이증
B465,상세불명의 털곰팡이증
B468,기타 접합진균증
B469,상세불명의 접합진균증
B470,진균종
B471,방선균종
B479,상세불명의 진균종
B480,로보진균증
B481,리노스포리듐증
B482,알레쉐리아증
B483,지오트리쿰증
B484,페니실륨증
B487,기회감염진균증
B488,기타 명시된 진균증
B500,대뇌합병증을 동반한 열대열원충말라리아
B508,기타 중증 및 합병된 열대열원충말라리아
B509,상세불명의 열대열원충말라리아
B510,비장파열을 동반한 삼일열원충말라리아
B518,기타 합병증을 동반한 삼일열원충말라리아
B519,합병증이 없는 삼일열원충말라리아
B520,신장병증을 동반한 사일열원충말라리아
B528,기타 합병증을 동반한 사일열원충말라리아
B529,합병증 없는 사일열원충말라리아
B530,난원열원충말라리아
B531,원숭이 열원충에 의한 말라리아
B538,달리 분류되지 않은 기생충학적으로 확인된 기타 말라리아
B550,내장리슈만편모충증
B551,피부리슈만편모충증
B552,점막피부리슈만편모충증
B559,상세불명의 리슈만편모충증
B560,감비아파동편모충증
B561,로데시아파동편모충증
B569,상세불명의 아프리카파동편모충증
B570,심장 침범을 동반한 급성 샤가스병(I412*
B571,심장 침범이 없는 급성 샤가스병
B572,심장 침범을 동반한 샤가스병(만성)
B573,소화계통 침범을 동반한 샤가스병(만성)
B574,신경계통 침범을 동반한 샤가스병(만성)
B575,기타 기관 침범을 동반한 샤가스병(만성)
B580,톡소포자충눈병증
B581,톡소포자충간염(K770*)
B582,톡소포자충수막뇌염(G052*)
B583,폐톡소포자충증(J173*)
B588,기타 기관 침범을 동반한 톡소포자충증
B589,상세불명의 톡소포자충증
B600,바베스열원충증
B601,가시아메바증
B602,자유아메바증
B608,기타 명시된 원충질환
B650,방광주혈흡충에 의한 주혈흡충증[요로주혈흡충증]
B651,만손주혈흡충에 의한 주혈흡충증[장주혈흡충증]
B652,일본주혈흡충에 의한 주혈흡충증
B653,세르카리아피부염
B658,기타 주혈흡충증
B659,상세불명의 주혈흡충증
B660,후고흡충증
B661,간흡충증
B662,창형흡충증
B663,간질증
B664,폐흡충증
B665,장흡충
B668,기타 명시된 흡충감염
B669,상세불명의 흡충감염
B670,간의 단방조충감염
B671,폐의 단방조충감염
B672,뼈의 단방조충감염
B673,기타 및 여러 부위의 단방조충감염
B674,상세불명의 단방조충감염
B675,간의 다방포충감염
B676,기타 및 여러 부위의 다방포충감염
B677,상세불명의 다방포충감염
B678,간의 상세불명 포충증
B679,기타 및 상세불명의 포충증
B680,유구조충증
B681,무구조충증
B689,상세불명의 조충증
B690,중추신경계통의 낭미충증
B691,눈의 낭미충증
B698,기타 부위의 낭미충증
B699,상세불명의 낭미충증
B700,열두조충증
B701,고충증
B710,왜소조충증
B711,개조충증
B718,기타 명시된 조충감염
B719,상세불명의 조충감염
B740,반크로프트사상충에 의한 사상충증
B741,브루기아 말레이에 의한 사상충증
B742,브루기아 티모리에 의한 사상충증
B743,로아사상충증
B744,만소넬라증
B748,기타 사상충증
B749,상세불명의 사상충증
B760,구충증
B761,아메리카구충증
B768,기타 구충병
B769,상세불명의 구충병
B770,장합병증을 동반한 회충증
B778,기타 합병증을 동반한 회충증
B779,상세불명의 회충증
B780,장 분선충증
B781,피부분선충증
B787,파종성 분선충증
B789,상세불명의 분선충증
B810,고래회충증
B811,장모세선충증
B812,모양선충증
B813,장광동주혈선충증
B814,혼합장연충증
B818,기타 명시된 장연충증
B820,상세불명의 장연충증
B829,상세불명의 장기생충증
B830,내장유충이행증
B831,턱구충증
B832,파라스트론질루스 칸토넨시스에 의한 광동주혈선충증
B833,기관지선충증
B834,내부거머리증
B838,기타 명시된 연충증
B839,상세불명의 연충증
B850,머릿니에 의한 이감염증
B851,몸니에 의한 이감염증
B852,상세불명의 이감염증
B853,사면발이증
B854,혼합 이감염증 및 사면발이증
B870,피부구더기증
B871,상처구더기증
B872,안구구더기증
B873,비인두구더기증
B874,귀구더기증
B878,기타 부위의 구더기증
B879,상세불명의 구더기증
B880,기타 진드기증
B881,모래벼룩증[모래벼룩감염]
B882,기타 절지동물감염
B883,외부거머리증
B888,기타 명시된 감염
B889,상세불명의 감염
B900,중추신경계통결핵의 후유증
B901,비뇨생식기결핵의 후유증
B902,골 및 관절 결핵의 후유증
B908,기타 기관의 결핵의 후유증
B909,호흡기 및 상세불명 결핵의 후유증
B940,트라코마의 후유증
B941,바이러스뇌염의 후유증
B942,바이러스간염의 후유증
B948,기타 명시된 감염성 및 기생충성 질환의 후유증
B949,상세불명의 감염성 또는 기생충성 질환의 후유증
B950,다른 장에서 분류된 질환의 원인으로서의 A군연쇄구균
B951,다른 장에서 분류된 질환의 원인으로서의 B군연쇄구균
B952,다른 장에서 분류된 질환의 원인으로서의 D군연쇄구균 및 장내구균
B953,다른 장에서 분류된 질환의 원인으로서의 폐렴연쇄구균
B954,다른 장에서 분류된 질환의 원인으로서의 기타 연쇄구균
B955,다른 장에서 분류된 질환의 원인으로서의 상세불명의 연쇄구균
B956,다른 장에서 분류된 질환의 원인으로서의 황색포도구균
B957,다른 장에서 분류된 질환의 원인으로서의 기타 포도구균
B958,다른 장에서 분류된 질환의 원인으로서의 상세불명의 포도구균
B960,다른 장에서 분류된 질환의 원인으로서의 폐렴마이코플라스마
B961,다른 장에서 분류된 질환의 원인으로서의 폐렴막대균
B962,다른 장에서 분류된 질환의 원인으로서의 대장균
B963,다른 장에서 분류된 질환의 원인으로서의 인플루엔자균
B964,다른 장에서 분류된 질환의 원인으로서의 프로테우스 (미라빌리스)(모르가니)
B965,다른 장에서 분류된 질환의 원인으로서의 슈도모나스 (아에루기노사)
B966,다른 장에서 분류된 질환의 원인으로서의 바실루스 프라질리스
B967,다른 장에서 분류된 질환의 원인으로서의 클로스트리듐 퍼프린젠스
B968,다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균감염체
B970,다른 장에서 분류된 질환의 원인으로서의 아데노바이러스
B971,다른 장에서 분류된 질환의 원인으로서의 엔테로바이러스
B972,다른 장에서 분류된 질환의 원인으로서의 코로나바이러스
B973,다른 장에서 분류된 질환의 원인으로서의 레트로바이러스
B974,다른 장에서 분류된 질환의 원인으로서의 호흡기세포융합바이러스
B975,다른 장에서 분류된 질환의 원인으로서의 레오바이러스
B976,다른 장에서 분류된 질환의 원인으로서의 파르보바이러스
B977,다른 장에서 분류된 질환의 원인으로서의 유두종바이러스
B978,다른 장에서 분류된 질환의 원인으로서의 기타 바이러스감염체
B980,다른 장에서 분류된 질환의 원인으로서의 헬리코박터 파일로리균
B981,다른 장에서 분류된 질환의 원인으로서의 비브리오 불리피구스균
C000,외부 윗입술의 악성 신생물
C001,외부 아랫입술의 악성 신생물
C002,상세불명의 외부 입술의 악성 신생물
C003,윗입술 내측의 악성 신생물
C004,아랫입술 내측의 악성 신생물
C005,상세불명의 내측 입술의 악성 신생물
C006,입술연결부의 악성 신생물
C008,입술의 중복병변의 악성 신생물
C009,상세불명의 입술의 악성 신생물
C020,혀 등쪽의 악성 신생물
C021,혀 가장자리의 악성 신생물
C022,혀 배쪽면의 악성 신생물
C023,혀의 앞쪽 3분의2
C024,혀편도의 악성 신생물
C028,혀의 중복병변 의 악성 신생물
C029,상세불명의 혀의 악성 신생물
C030,윗잇몸의 악성 신생물
C031,아랫잇몸의 악성 신생물
