특정 감염성 및 기생충성 질환 ,서울,90세이상,2,393.3,406.3,437.2
특정 감염성 및 기생충성 질환 ,부산,1 - 4세,1,1.8,0,0
특정 감염성 및 기생충성 질환 ,부산,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,부산,5 - 9세,1,0,0,0
특정 감염성 및 기생충성 질환 ,부산,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,부산,10 - 14세,1,0,0,0
특정 감염성 및 기생충성 질환 ,부산,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,부산,15 - 19세,1,0,0,0
특정 감염성 및 기생충성 질환 ,부산,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,부산,20 - 24세,1,0,0.8,0.8
특정 감염성 및 기생충성 질환 ,부산,20 - 24세,2,0,0.9,1.8
특정 감염성 및 기생충성 질환 ,부산,25 - 29세,1,1.8,0.9,0.9
특정 감염성 및 기생충성 질환 ,부산,25 - 29세,2,2,0,0
특정 감염성 및 기생충성 질환 ,부산,30 - 34세,1,4,1.7,0
특정 감염성 및 기생충성 질환 ,부산,30 - 34세,2,0,0.9,0
특정 감염성 및 기생충성 질환 ,부산,35 - 39세,1,3.2,1.5,3
특정 감염성 및 기생충성 질환 ,부산,35 - 39세,2,0.8,0.8,1.6
특정 감염성 및 기생충성 질환 ,부산,40 - 44세,1,3.6,7.5,1.6
특정 감염성 및 기생충성 질환 ,부산,40 - 44세,2,1.4,3,0.8
특정 감염성 및 기생충성 질환 ,부산,45 - 49세,1,5.7,6.3,10.5
특정 감염성 및 기생충성 질환 ,부산,45 - 49세,2,0.7,3.4,2.7
특정 감염성 및 기생충성 질환 ,부산,50 - 54세,1,17,15,11.1
특정 감염성 및 기생충성 질환 ,부산,50 - 54세,2,3.8,3.4,2.1
특정 감염성 및 기생충성 질환 ,부산,55 - 59세,1,12,23,14.4
특정 감염성 및 기생충성 질환 ,부산,55 - 59세,2,3.7,4.3,3.6
특정 감염성 및 기생충성 질환 ,부산,60 - 64세,1,16.7,22.3,20.5
특정 감염성 및 기생충성 질환 ,부산,60 - 64세,2,13.2,5.4,11
특정 감염성 및 기생충성 질환 ,부산,65 - 69세,1,35.5,39.6,39.3
특정 감염성 및 기생충성 질환 ,부산,65 - 69세,2,16.2,19.5,15.7
특정 감염성 및 기생충성 질환 ,부산,70 - 74세,1,75.3,61,78.6
특정 감염성 및 기생충성 질환 ,부산,70 - 74세,2,37,38.8,34.6
특정 감염성 및 기생충성 질환 ,부산,75 - 79세,1,114.9,144.7,133.8
특정 감염성 및 기생충성 질환 ,부산,75 - 79세,2,85.3,94.4,86.4
특정 감염성 및 기생충성 질환 ,부산,80세이상,1,384.7,376.9,257.5
특정 감염성 및 기생충성 질환 ,부산,80세이상,2,273.5,257.8,288.5
특정 감염성 및 기생충성 질환 ,부산,80 - 84세,1,276.6,281.8,180.4
특정 감염성 및 기생충성 질환 ,부산,80 - 84세,2,184.4,158,186.9
특정 감염성 및 기생충성 질환 ,부산,85 - 89세,1,651,524.9,352.4
특정 감염성 및 기생충성 질환 ,부산,85 - 89세,2,334.4,400.4,381
특정 감염성 및 기생충성 질환 ,부산,90세이상,1,602.2,894.6,763
특정 감염성 및 기생충성 질환 ,부산,90세이상,2,573.3,399.1,552.7
특정 감염성 및 기생충성 질환 ,대구,1 - 4세,1,0,2.4,0
특정 감염성 및 기생충성 질환 ,대구,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대구,5 - 9세,1,0,0,0
특정 감염성 및 기생충성 질환 ,대구,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대구,10 - 14세,1,0,0,0
특정 감염성 및 기생충성 질환 ,대구,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대구,15 - 19세,1,0,0,0
특정 감염성 및 기생충성 질환 ,대구,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대구,20 - 24세,1,1,0,0
특정 감염성 및 기생충성 질환 ,대구,20 - 24세,2,0,1.2,0
특정 감염성 및 기생충성 질환 ,대구,25 - 29세,1,0,0,0
특정 감염성 및 기생충성 질환 ,대구,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대구,30 - 34세,1,1.2,0,0
특정 감염성 및 기생충성 질환 ,대구,30 - 34세,2,1.2,0,0
특정 감염성 및 기생충성 질환 ,대구,35 - 39세,1,1.1,2.2,1.1
특정 감염성 및 기생충성 질환 ,대구,35 - 39세,2,2.2,1.1,0
특정 감염성 및 기생충성 질환 ,대구,40 - 44세,1,2.9,4,3.1
특정 감염성 및 기생충성 질환 ,대구,40 - 44세,2,0,1.9,0
특정 감염성 및 기생충성 질환 ,대구,45 - 49세,1,7.3,0.9,4.5
특정 감염성 및 기생충성 질환 ,대구,45 - 49세,2,3.5,0.9,3.5
특정 감염성 및 기생충성 질환 ,대구,50 - 54세,1,9.3,17.1,5.8
특정 감염성 및 기생충성 질환 ,대구,50 - 54세,2,4.5,2.8,2.8
특정 감염성 및 기생충성 질환 ,대구,55 - 59세,1,14.7,10.1,10.7
특정 감염성 및 기생충성 질환 ,대구,55 - 59세,2,5.1,6.8,7.5
특정 감염성 및 기생충성 질환 ,대구,60 - 64세,1,24,16.8,14.5
특정 감염성 및 기생충성 질환 ,대구,60 - 64세,2,4.1,8.9,6.1
특정 감염성 및 기생충성 질환 ,대구,65 - 69세,1,31.2,31.3,27.8
특정 감염성 및 기생충성 질환 ,대구,65 - 69세,2,23.7,13.7,16.2
특정 감염성 및 기생충성 질환 ,대구,70 - 74세,1,51.3,46.6,65.9
특정 감염성 및 기생충성 질환 ,대구,70 - 74세,2,49.8,30,41.3
특정 감염성 및 기생충성 질환 ,대구,75 - 79세,1,169.2,87.8,115.6
특정 감염성 및 기생충성 질환 ,대구,75 - 79세,2,77.1,66.3,91
특정 감염성 및 기생충성 질환 ,대구,80세이상,1,385.7,377.4,289.7
특정 감염성 및 기생충성 질환 ,대구,80세이상,2,288.5,210.1,300
특정 감염성 및 기생충성 질환 ,대구,80 - 84세,1,248.2,264.6,181.7
특정 감염성 및 기생충성 질환 ,대구,80 - 84세,2,199.7,153.9,200.5
특정 감염성 및 기생충성 질환 ,대구,85 - 89세,1,538.9,562.8,433.5
특정 감염성 및 기생충성 질환 ,대구,85 - 89세,2,358.7,254.1,364.2
특정 감염성 및 기생충성 질환 ,대구,90세이상,1,1331.6,993,965.1
특정 감염성 및 기생충성 질환 ,대구,90세이상,2,588.9,401.5,659.7
특정 감염성 및 기생충성 질환 ,인천,1 - 4세,1,0,0,0
특정 감염성 및 기생충성 질환 ,인천,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,인천,5 - 9세,1,0,0,0
특정 감염성 및 기생충성 질환 ,인천,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,인천,10 - 14세,1,0,0,0
특정 감염성 및 기생충성 질환 ,인천,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,인천,15 - 19세,1,1,0,0
특정 감염성 및 기생충성 질환 ,인천,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,인천,20 - 24세,1,0,0,0.9
특정 감염성 및 기생충성 질환 ,인천,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,인천,25 - 29세,1,0,0,0
특정 감염성 및 기생충성 질환 ,인천,25 - 29세,2,3.3,1.1,1
특정 감염성 및 기생충성 질환 ,인천,30 - 34세,1,0.9,0.9,0
특정 감염성 및 기생충성 질환 ,인천,30 - 34세,2,1.8,1,2
특정 감염성 및 기생충성 질환 ,인천,35 - 39세,1,1.7,1.7,1.6
특정 감염성 및 기생충성 질환 ,인천,35 - 39세,2,0,1.7,0
특정 감염성 및 기생충성 질환 ,인천,40 - 44세,1,3.8,4,5.7
특정 감염성 및 기생충성 질환 ,인천,40 - 44세,2,0,0,0
특정 감염성 및 기생충성 질환 ,인천,45 - 49세,1,11.8,4.6,4.6
특정 감염성 및 기생충성 질환 ,인천,45 - 49세,2,2.3,3.1,3
특정 감염성 및 기생충성 질환 ,인천,50 - 54세,1,9.1,9.4,8.8
특정 감염성 및 기생충성 질환 ,인천,50 - 54세,2,4.7,1.6,2.4
특정 감염성 및 기생충성 질환 ,인천,55 - 59세,1,16.9,11.7,12.7
특정 감염성 및 기생충성 질환 ,인천,55 - 59세,2,3.7,1.7,4.9
특정 감염성 및 기생충성 질환 ,인천,60 - 64세,1,23.2,24.6,18.9
특정 감염성 및 기생충성 질환 ,인천,60 - 64세,2,4.3,6.4,9.4
특정 감염성 및 기생충성 질환 ,인천,65 - 69세,1,53.6,34.6,25.9
특정 감염성 및 기생충성 질환 ,인천,65 - 69세,2,3.8,7.3,19.6
특정 감염성 및 기생충성 질환 ,인천,70 - 74세,1,66.4,72.3,62
특정 감염성 및 기생충성 질환 ,인천,70 - 74세,2,27.2,26.9,24.2
특정 감염성 및 기생충성 질환 ,인천,75 - 79세,1,115.3,108.7,102.5
특정 감염성 및 기생충성 질환 ,인천,75 - 79세,2,59.1,62.5,86.5
특정 감염성 및 기생충성 질환 ,인천,80세이상,1,331.7,309.5,291.9
특정 감염성 및 기생충성 질환 ,인천,80세이상,2,211.8,263.1,264.2
특정 감염성 및 기생충성 질환 ,인천,80 - 84세,1,140.4,210.1,225.8
특정 감염성 및 기생충성 질환 ,인천,80 - 84세,2,119.4,193.8,174.7
특정 감염성 및 기생충성 질환 ,인천,85 - 89세,1,647.6,443.5,405.1
특정 감염성 및 기생충성 질환 ,인천,85 - 89세,2,232.1,275.1,325.5
특정 감염성 및 기생충성 질환 ,인천,90세이상,1,792.1,667.6,476.2
특정 감염성 및 기생충성 질환 ,인천,90세이상,2,554,523.9,490.3
특정 감염성 및 기생충성 질환 ,광주,1 - 4세,1,3.4,3.5,0
특정 감염성 및 기생충성 질환 ,광주,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,광주,5 - 9세,1,0,0,0
특정 감염성 및 기생충성 질환 ,광주,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,광주,10 - 14세,1,0,0,0
특정 감염성 및 기생충성 질환 ,광주,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,광주,15 - 19세,1,0,0,0
특정 감염성 및 기생충성 질환 ,광주,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,광주,20 - 24세,1,3.4,1.7,0
특정 감염성 및 기생충성 질환 ,광주,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,광주,25 - 29세,1,0,0,0
특정 감염성 및 기생충성 질환 ,광주,25 - 29세,2,4.7,0,0
특정 감염성 및 기생충성 질환 ,광주,30 - 34세,1,3.7,0,0
특정 감염성 및 기생충성 질환 ,광주,30 - 34세,2,1.9,0,0
특정 감염성 및 기생충성 질환 ,광주,35 - 39세,1,0,0,0
특정 감염성 및 기생충성 질환 ,광주,35 - 39세,2,0,1.7,1.7
특정 감염성 및 기생충성 질환 ,광주,40 - 44세,1,4.6,0,0
특정 감염성 및 기생충성 질환 ,광주,40 - 44세,2,0,0,1.6
특정 감염성 및 기생충성 질환 ,광주,45 - 49세,1,8,4.7,10.8
특정 감염성 및 기생충성 질환 ,광주,45 - 49세,2,0,0,0
특정 감염성 및 기생충성 질환 ,광주,50 - 54세,1,5.3,15.9,12.3
특정 감염성 및 기생충성 질환 ,광주,50 - 54세,2,3.5,1.8,5.3
특정 감염성 및 기생충성 질환 ,광주,55 - 59세,1,12.5,11.8,15.2
특정 감염성 및 기생충성 질환 ,광주,55 - 59세,2,5.9,3.7,0
특정 감염성 및 기생충성 질환 ,광주,60 - 64세,1,18.8,8.8,16.4
특정 감염성 및 기생충성 질환 ,광주,60 - 64세,2,8.6,0,5.1
특정 감염성 및 기생충성 질환 ,광주,65 - 69세,1,49.7,59.4,32.8
특정 감염성 및 기생충성 질환 ,광주,65 - 69세,2,6.8,22.9,19.3
특정 감염성 및 기생충성 질환 ,광주,70 - 74세,1,25.5,74.8,44.3
특정 감염성 및 기생충성 질환 ,광주,70 - 74세,2,32.9,33,45.2
특정 감염성 및 기생충성 질환 ,광주,75 - 79세,1,87.6,111.6,106.4
특정 감염성 및 기생충성 질환 ,광주,75 - 79세,2,37.3,55.9,98.7
특정 감염성 및 기생충성 질환 ,광주,80세이상,1,287.1,550.7,328.6
특정 감염성 및 기생충성 질환 ,광주,80세이상,2,193.5,312.2,415.8
특정 감염성 및 기생충성 질환 ,광주,80 - 84세,1,181.2,428.8,188.2
특정 감염성 및 기생충성 질환 ,광주,80 - 84세,2,155.4,177.8,167.2
특정 감염성 및 기생충성 질환 ,광주,85 - 89세,1,302.5,722.2,406.7
특정 감염성 및 기생충성 질환 ,광주,85 - 89세,2,247.1,460.4,612.7
특정 감염성 및 기생충성 질환 ,광주,90세이상,1,1186.1,1092.9,1353.8
특정 감염성 및 기생충성 질환 ,광주,90세이상,2,233.1,534.4,991
특정 감염성 및 기생충성 질환 ,대전,1 - 4세,1,0,0,0
특정 감염성 및 기생충성 질환 ,대전,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대전,5 - 9세,1,0,0,0
특정 감염성 및 기생충성 질환 ,대전,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대전,10 - 14세,1,0,0,0
특정 감염성 및 기생충성 질환 ,대전,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대전,15 - 19세,1,1.8,0,0
특정 감염성 및 기생충성 질환 ,대전,15 - 19세,2,0,0,2.2
특정 감염성 및 기생충성 질환 ,대전,20 - 24세,1,0,0,1.7
특정 감염성 및 기생충성 질환 ,대전,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대전,25 - 29세,1,1.9,0,0
특정 감염성 및 기생충성 질환 ,대전,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대전,30 - 34세,1,0,1.8,0
특정 감염성 및 기생충성 질환 ,대전,30 - 34세,2,0,0,0
특정 감염성 및 기생충성 질환 ,대전,35 - 39세,1,1.7,3.4,0
특정 감염성 및 기생충성 질환 ,대전,35 - 39세,2,0,1.7,0
특정 감염성 및 기생충성 질환 ,대전,40 - 44세,1,3,0,3.3
특정 감염성 및 기생충성 질환 ,대전,40 - 44세,2,3,0,0
특정 감염성 및 기생충성 질환 ,대전,45 - 49세,1,6.1,4.5,4.4
특정 감염성 및 기생충성 질환 ,대전,45 - 49세,2,0,1.5,0
특정 감염성 및 기생충성 질환 ,대전,50 - 54세,1,12.9,13.3,6.8
특정 감염성 및 기생충성 질환 ,대전,50 - 54세,2,6.4,3.3,1.7
특정 감염성 및 기생충성 질환 ,대전,55 - 59세,1,7.3,15.7,6.8
특정 감염성 및 기생충성 질환 ,대전,55 - 59세,2,1.8,5.1,1.7
특정 감염성 및 기생충성 질환 ,대전,60 - 64세,1,11,12.6,23.3
특정 감염성 및 기생충성 질환 ,대전,60 - 64세,2,0,0,4.5
특정 감염성 및 기생충성 질환 ,대전,65 - 69세,1,38.2,25.5,21
특정 감염성 및 기생충성 질환 ,대전,65 - 69세,2,21.5,17.1,9.9
특정 감염성 및 기생충성 질환 ,대전,70 - 74세,1,46.1,35.3,40
특정 감염성 및 기생충성 질환 ,대전,70 - 74세,2,25.2,16.9,38.4
특정 감염성 및 기생충성 질환 ,대전,75 - 79세,1,131.2,73.4,87
특정 감염성 및 기생충성 질환 ,대전,75 - 79세,2,58.4,67.3,53.3
특정 감염성 및 기생충성 질환 ,대전,80세이상,1,319.8,291.4,341.5
특정 감염성 및 기생충성 질환 ,대전,80세이상,2,198.6,201.8,245.7
특정 감염성 및 기생충성 질환 ,대전,80 - 84세,1,170.5,251.6,279.4
특정 감염성 및 기생충성 질환 ,대전,80 - 84세,2,184.3,149.2,112.8
특정 감염성 및 기생충성 질환 ,대전,85 - 89세,1,543.7,270.1,244.8
특정 감염성 및 기생충성 질환 ,대전,85 - 89세,2,206.2,292.2,325.5
특정 감염성 및 기생충성 질환 ,대전,90세이상,1,823,670,1122.4
특정 감염성 및 기생충성 질환 ,대전,90세이상,2,244.4,230.9,641.5
특정 감염성 및 기생충성 질환 ,울산,1 - 4세,1,0,0,0
특정 감염성 및 기생충성 질환 ,울산,1 - 4세,2,0,4.3,0
특정 감염성 및 기생충성 질환 ,울산,5 - 9세,1,0,0,0
특정 감염성 및 기생충성 질환 ,울산,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,울산,10 - 14세,1,0,0,0
특정 감염성 및 기생충성 질환 ,울산,10 - 14세,2,0,3.7,0
특정 감염성 및 기생충성 질환 ,울산,15 - 19세,1,0,0,0
특정 감염성 및 기생충성 질환 ,울산,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,울산,20 - 24세,1,0,0,0
특정 감염성 및 기생충성 질환 ,울산,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,울산,25 - 29세,1,0,0,0
특정 감염성 및 기생충성 질환 ,울산,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,울산,30 - 34세,1,0,0,0
특정 감염성 및 기생충성 질환 ,울산,30 - 34세,2,0,2.5,0
특정 감염성 및 기생충성 질환 ,울산,35 - 39세,1,0,2,0
특정 감염성 및 기생충성 질환 ,울산,35 - 39세,2,0,0,0
특정 감염성 및 기생충성 질환 ,울산,40 - 44세,1,3.9,2,2.1
특정 감염성 및 기생충성 질환 ,울산,40 - 44세,2,0,0,2.2
특정 감염성 및 기생충성 질환 ,울산,45 - 49세,1,10.8,1.8,1.8
특정 감염성 및 기생충성 질환 ,울산,45 - 49세,2,0,0,0
특정 감염성 및 기생충성 질환 ,울산,50 - 54세,1,5.4,12.7,5.6
특정 감염성 및 기생충성 질환 ,울산,50 - 54세,2,3.9,2,0
특정 감염성 및 기생충성 질환 ,울산,55 - 59세,1,12.9,14.2,19.4
특정 감염성 및 기생충성 질환 ,울산,55 - 59세,2,0,2.1,0
특정 감염성 및 기생충성 질환 ,울산,60 - 64세,1,10.1,18.5,17.2
특정 감염성 및 기생충성 질환 ,울산,60 - 64세,2,10.7,9.6,2.9
특정 감염성 및 기생충성 질환 ,울산,65 - 69세,1,15.8,19.5,18.2
특정 감염성 및 기생충성 질환 ,울산,65 - 69세,2,11,5.1,9.4
특정 감염성 및 기생충성 질환 ,울산,70 - 74세,1,64.8,39.5,22.7
특정 감염성 및 기생충성 질환 ,울산,70 - 74세,2,20.7,34.7,41.4
특정 감염성 및 기생충성 질환 ,울산,75 - 79세,1,126.7,103.7,92.3
특정 감염성 및 기생충성 질환 ,울산,75 - 79세,2,162.8,78.1,98.1
특정 감염성 및 기생충성 질환 ,울산,80세이상,1,177.6,340.5,364.7
특정 감염성 및 기생충성 질환 ,울산,80세이상,2,259.6,280.6,256.3
특정 감염성 및 기생충성 질환 ,울산,80 - 84세,1,93.4,308.3,256.1
특정 감염성 및 기생충성 질환 ,울산,80 - 84세,2,234.1,167.3,145.4
특정 감염성 및 기생충성 질환 ,울산,85 - 89세,1,201.3,362.6,561.3
특정 감염성 및 기생충성 질환 ,울산,85 - 89세,2,314.8,473.8,281.7
특정 감염성 및 기생충성 질환 ,울산,90세이상,1,1003.3,624,902.3
특정 감염성 및 기생충성 질환 ,울산,90세이상,2,244.3,340.4,676.2
특정 감염성 및 기생충성 질환 ,세종,1 - 4세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,5 - 9세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,10 - 14세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,15 - 19세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,20 - 24세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,25 - 29세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,30 - 34세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,30 - 34세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,35 - 39세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,35 - 39세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,40 - 44세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,40 - 44세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,45 - 49세,1,13.4,10.3,8.4
특정 감염성 및 기생충성 질환 ,세종,45 - 49세,2,16,0,0
특정 감염성 및 기생충성 질환 ,세종,50 - 54세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,50 - 54세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,55 - 59세,1,35.5,14.7,0
특정 감염성 및 기생충성 질환 ,세종,55 - 59세,2,0,0,0
특정 감염성 및 기생충성 질환 ,세종,60 - 64세,1,0,0,0
특정 감염성 및 기생충성 질환 ,세종,60 - 64세,2,0,20.4,0
특정 감염성 및 기생충성 질환 ,세종,65 - 69세,1,34.9,0,52.2
특정 감염성 및 기생충성 질환 ,세종,65 - 69세,2,0,0,24.4
특정 감염성 및 기생충성 질환 ,세종,70 - 74세,1,0,79.9,75.4
특정 감염성 및 기생충성 질환 ,세종,70 - 74세,2,32.7,63.5,0
특정 감염성 및 기생충성 질환 ,세종,75 - 79세,1,54.5,0,45.9
특정 감염성 및 기생충성 질환 ,세종,75 - 79세,2,37.1,0,95.6
특정 감염성 및 기생충성 질환 ,세종,80세이상,1,200.4,118.2,369.5
특정 감염성 및 기생충성 질환 ,세종,80세이상,2,173.9,179.8,536.1
특정 감염성 및 기생충성 질환 ,세종,80 - 84세,1,200.7,88,313.4
특정 감염성 및 기생충성 질환 ,세종,80 - 84세,2,101.8,137.4,169
특정 감염성 및 기생충성 질환 ,세종,85 - 89세,1,266.7,0,630.9
특정 감염성 및 기생충성 질환 ,세종,85 - 89세,2,291.3,168.7,897.2
특정 감염성 및 기생충성 질환 ,세종,90세이상,1,0,781.3,0
특정 감염성 및 기생충성 질환 ,세종,90세이상,2,219.3,381,1194.5
특정 감염성 및 기생충성 질환 ,경기,1 - 4세,1,0.8,0.4,0.4
특정 감염성 및 기생충성 질환 ,경기,1 - 4세,2,0,0.8,1.3
특정 감염성 및 기생충성 질환 ,경기,5 - 9세,1,0.3,0,0.3
특정 감염성 및 기생충성 질환 ,경기,5 - 9세,2,0,0.3,0
특정 감염성 및 기생충성 질환 ,경기,10 - 14세,1,0.3,0,0
특정 감염성 및 기생충성 질환 ,경기,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,경기,15 - 19세,1,0.7,0.2,0
특정 감염성 및 기생충성 질환 ,경기,15 - 19세,2,0,0.3,0
특정 감염성 및 기생충성 질환 ,경기,20 - 24세,1,0.4,0.2,0
특정 감염성 및 기생충성 질환 ,경기,20 - 24세,2,0,0.2,0
특정 감염성 및 기생충성 질환 ,경기,25 - 29세,1,0.5,0.5,0.5
특정 감염성 및 기생충성 질환 ,경기,25 - 29세,2,0.3,0,0.5
특정 감염성 및 기생충성 질환 ,경기,30 - 34세,1,1,0.9,0.7
특정 감염성 및 기생충성 질환 ,경기,30 - 34세,2,0.6,0.4,0.5
특정 감염성 및 기생충성 질환 ,경기,35 - 39세,1,2.1,0.4,0.9
특정 감염성 및 기생충성 질환 ,경기,35 - 39세,2,0.6,0.8,0.4
특정 감염성 및 기생충성 질환 ,경기,40 - 44세,1,3.6,2.6,2.3
특정 감염성 및 기생충성 질환 ,경기,40 - 44세,2,0.3,0.7,0.4
특정 감염성 및 기생충성 질환 ,경기,45 - 49세,1,5.7,4.7,5.5
특정 감염성 및 기생충성 질환 ,경기,45 - 49세,2,2,1.8,0.5
특정 감염성 및 기생충성 질환 ,경기,50 - 54세,1,9.9,7.2,9.1
특정 감염성 및 기생충성 질환 ,경기,50 - 54세,2,3.4,2.2,2.4
특정 감염성 및 기생충성 질환 ,경기,55 - 59세,1,14.2,11.1,12.7
특정 감염성 및 기생충성 질환 ,경기,55 - 59세,2,4.7,3.7,2.9
특정 감염성 및 기생충성 질환 ,경기,60 - 64세,1,18.9,19.3,16.7
특정 감염성 및 기생충성 질환 ,경기,60 - 64세,2,5.8,6.7,4.7
특정 감염성 및 기생충성 질환 ,경기,65 - 69세,1,23.5,29.4,14.7
