특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,65 - 69세,남자,사망자수,명,63,59,48
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,65 - 69세,남자,사망률,십만명당,30.6,28.4,22.9
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,65 - 69세,여자,사망자수,명,26,22,21
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,65 - 69세,여자,사망률,십만명당,11.4,9.5,9
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,70 - 74세,남자,사망자수,명,68,84,63
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,70 - 74세,남자,사망률,십만명당,42.7,52.6,39.3
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,70 - 74세,여자,사망자수,명,42,49,33
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,70 - 74세,여자,사망률,십만명당,23.4,27.1,17.9
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,75 - 79세,남자,사망자수,명,93,116,87
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,75 - 79세,남자,사망률,십만명당,95.5,111,75.3
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,75 - 79세,여자,사망자수,명,76,82,77
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,75 - 79세,여자,사망률,십만명당,59.7,61.6,53.7
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,80세이상,남자,사망자수,명,186,187,176
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,80세이상,남자,사망률,십만명당,282,255.8,218.1
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,80세이상,여자,사망자수,명,316,303,303
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,80세이상,여자,사망률,십만명당,228.3,205.9,194
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,80 - 84세,남자,사망자수,명,75,91,82
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,80 - 84세,남자,사망률,십만명당,171.7,184.9,150
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,80 - 84세,여자,사망자수,명,113,106,114
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,80 - 84세,여자,사망률,십만명당,145.8,127.8,129.1
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,85 - 89세,남자,사망자수,명,60,50,61
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,85 - 89세,남자,사망률,십만명당,370.7,284,314.4
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,85 - 89세,여자,사망자수,명,127,114,93
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,85 - 89세,여자,사망률,십만명당,305.1,260.3,202.5
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,90세이상,남자,사망자수,명,51,46,33
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,90세이상,남자,사망률,십만명당,837.7,733.9,495.8
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,90세이상,여자,사망자수,명,76,83,96
특정 감염성 및 기생충성 질환 (A00-B99),서울특별시,90세이상,여자,사망률,십만명당,393.3,406.3,437.2
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,1 - 4세,남자,사망자수,명,1,0,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,1 - 4세,남자,사망률,십만명당,1.8,,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,1 - 4세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,1 - 4세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,5 - 9세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,5 - 9세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,5 - 9세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,5 - 9세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,10 - 14세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,10 - 14세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,10 - 14세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,10 - 14세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,15 - 19세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,15 - 19세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,15 - 19세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,15 - 19세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,20 - 24세,남자,사망자수,명,0,1,1
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,20 - 24세,남자,사망률,십만명당,,0.8,0.8
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,20 - 24세,여자,사망자수,명,0,1,2
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,20 - 24세,여자,사망률,십만명당,,0.9,1.8
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,25 - 29세,남자,사망자수,명,2,1,1
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,25 - 29세,남자,사망률,십만명당,1.8,0.9,0.9
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,25 - 29세,여자,사망자수,명,2,0,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,25 - 29세,여자,사망률,십만명당,2,,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,30 - 34세,남자,사망자수,명,5,2,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,30 - 34세,남자,사망률,십만명당,4,1.7,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,30 - 34세,여자,사망자수,명,0,1,0
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,30 - 34세,여자,사망률,십만명당,,0.9,
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,35 - 39세,남자,사망자수,명,4,2,4
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,35 - 39세,남자,사망률,십만명당,3.2,1.5,3
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,35 - 39세,여자,사망자수,명,1,1,2
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,35 - 39세,여자,사망률,십만명당,0.8,0.8,1.6
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,40 - 44세,남자,사망자수,명,5,10,2
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,40 - 44세,남자,사망률,십만명당,3.6,7.5,1.6
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,40 - 44세,여자,사망자수,명,2,4,1
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,40 - 44세,여자,사망률,십만명당,1.4,3,0.8
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,45 - 49세,남자,사망자수,명,8,9,15
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,45 - 49세,남자,사망률,십만명당,5.7,6.3,10.5
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,45 - 49세,여자,사망자수,명,1,5,4
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,45 - 49세,여자,사망률,십만명당,0.7,3.4,2.7
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,50 - 54세,남자,사망자수,명,25,21,15
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,50 - 54세,남자,사망률,십만명당,17,15,11.1
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,50 - 54세,여자,사망자수,명,6,5,3
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,50 - 54세,여자,사망률,십만명당,3.8,3.4,2.1
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,55 - 59세,남자,사망자수,명,18,35,22
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,55 - 59세,남자,사망률,십만명당,12,23,14.4
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,55 - 59세,여자,사망자수,명,6,7,6
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,55 - 59세,여자,사망률,십만명당,3.7,4.3,3.6
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,60 - 64세,남자,사망자수,명,19,27,26
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,60 - 64세,남자,사망률,십만명당,16.7,22.3,20.5
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,60 - 64세,여자,사망자수,명,16,7,15
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,60 - 64세,여자,사망률,십만명당,13.2,5.4,11
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,65 - 69세,남자,사망자수,명,30,35,36
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,65 - 69세,남자,사망률,십만명당,35.5,39.6,39.3
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,65 - 69세,여자,사망자수,명,15,19,16
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,65 - 69세,여자,사망률,십만명당,16.2,19.5,15.7
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,70 - 74세,남자,사망자수,명,48,39,51
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,70 - 74세,남자,사망률,십만명당,75.3,61,78.6
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,70 - 74세,여자,사망자수,명,28,29,26
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,70 - 74세,여자,사망률,십만명당,37,38.8,34.6
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,75 - 79세,남자,사망자수,명,45,61,62
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,75 - 79세,남자,사망률,십만명당,114.9,144.7,133.8
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,75 - 79세,여자,사망자수,명,48,56,55
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,75 - 79세,여자,사망률,십만명당,85.3,94.4,86.4
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,80세이상,남자,사망자수,명,95,104,79
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,80세이상,남자,사망률,십만명당,384.7,376.9,257.5
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,80세이상,여자,사망자수,명,159,161,193
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,80세이상,여자,사망률,십만명당,273.5,257.8,288.5
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,80 - 84세,남자,사망자수,명,48,55,39
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,80 - 84세,남자,사망률,십만명당,276.6,281.8,180.4
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,80 - 84세,여자,사망자수,명,63,58,73
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,80 - 84세,여자,사망률,십만명당,184.4,158,186.9
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,85 - 89세,남자,사망자수,명,37,33,25
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,85 - 89세,남자,사망률,십만명당,651,524.9,352.4
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,85 - 89세,여자,사망자수,명,58,74,75
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,85 - 89세,여자,사망률,십만명당,334.4,400.4,381
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,90세이상,남자,사망자수,명,10,16,15
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,90세이상,남자,사망률,십만명당,602.2,894.6,763
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,90세이상,여자,사망자수,명,38,29,45
특정 감염성 및 기생충성 질환 (A00-B99),부산광역시,90세이상,여자,사망률,십만명당,573.3,399.1,552.7
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,1 - 4세,남자,사망자수,명,0,1,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,1 - 4세,남자,사망률,십만명당,,2.4,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,1 - 4세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,1 - 4세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,5 - 9세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,5 - 9세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,5 - 9세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,5 - 9세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,10 - 14세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,10 - 14세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,10 - 14세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,10 - 14세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,15 - 19세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,15 - 19세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,15 - 19세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,15 - 19세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,20 - 24세,남자,사망자수,명,1,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,20 - 24세,남자,사망률,십만명당,1,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,20 - 24세,여자,사망자수,명,0,1,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,20 - 24세,여자,사망률,십만명당,,1.2,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,25 - 29세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,25 - 29세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,25 - 29세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,25 - 29세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,30 - 34세,남자,사망자수,명,1,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,30 - 34세,남자,사망률,십만명당,1.2,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,30 - 34세,여자,사망자수,명,1,0,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,30 - 34세,여자,사망률,십만명당,1.2,,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,35 - 39세,남자,사망자수,명,1,2,1
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,35 - 39세,남자,사망률,십만명당,1.1,2.2,1.1
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,35 - 39세,여자,사망자수,명,2,1,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,35 - 39세,여자,사망률,십만명당,2.2,1.1,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,40 - 44세,남자,사망자수,명,3,4,3
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,40 - 44세,남자,사망률,십만명당,2.9,4,3.1
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,40 - 44세,여자,사망자수,명,0,2,0
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,40 - 44세,여자,사망률,십만명당,,1.9,
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,45 - 49세,남자,사망자수,명,8,1,5
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,45 - 49세,남자,사망률,십만명당,7.3,0.9,4.5
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,45 - 49세,여자,사망자수,명,4,1,4
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,45 - 49세,여자,사망률,십만명당,3.5,0.9,3.5
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,50 - 54세,남자,사망자수,명,10,18,6
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,50 - 54세,남자,사망률,십만명당,9.3,17.1,5.8
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,50 - 54세,여자,사망자수,명,5,3,3
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,50 - 54세,여자,사망률,십만명당,4.5,2.8,2.8
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,55 - 59세,남자,사망자수,명,14,10,11
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,55 - 59세,남자,사망률,십만명당,14.7,10.1,10.7
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,55 - 59세,여자,사망자수,명,5,7,8
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,55 - 59세,여자,사망률,십만명당,5.1,6.8,7.5
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,60 - 64세,남자,사망자수,명,16,12,11
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,60 - 64세,남자,사망률,십만명당,24,16.8,14.5
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,60 - 64세,여자,사망자수,명,3,7,5
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,60 - 64세,여자,사망률,십만명당,4.1,8.9,6.1
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,65 - 69세,남자,사망자수,명,15,16,15
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,65 - 69세,남자,사망률,십만명당,31.2,31.3,27.8
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,65 - 69세,여자,사망자수,명,13,8,10
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,65 - 69세,여자,사망률,십만명당,23.7,13.7,16.2
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,70 - 74세,남자,사망자수,명,19,17,24
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,70 - 74세,남자,사망률,십만명당,51.3,46.6,65.9
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,70 - 74세,여자,사망자수,명,24,14,19
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,70 - 74세,여자,사망률,십만명당,49.8,30,41.3
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,75 - 79세,남자,사망자수,명,42,23,33
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,75 - 79세,남자,사망률,십만명당,169.2,87.8,115.6
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,75 - 79세,여자,사망자수,명,29,26,38
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,75 - 79세,여자,사망률,십만명당,77.1,66.3,91
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,80세이상,남자,사망자수,명,66,72,61
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,80세이상,남자,사망률,십만명당,385.7,377.4,289.7
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,80세이상,여자,사망자수,명,112,88,135
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,80세이상,여자,사망률,십만명당,288.5,210.1,300
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,80 - 84세,남자,사망자수,명,30,36,27
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,80 - 84세,남자,사망률,십만명당,248.2,264.6,181.7
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,80 - 84세,여자,사망자수,명,47,39,54
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,80 - 84세,여자,사망률,십만명당,199.7,153.9,200.5
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,85 - 89세,남자,사망자수,명,21,24,21
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,85 - 89세,남자,사망률,십만명당,538.9,562.8,433.5
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,85 - 89세,여자,사망자수,명,39,30,47
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,85 - 89세,여자,사망률,십만명당,358.7,254.1,364.2
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,90세이상,남자,사망자수,명,15,12,13
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,90세이상,남자,사망률,십만명당,1331.6,993,965.1
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,90세이상,여자,사망자수,명,26,19,34
특정 감염성 및 기생충성 질환 (A00-B99),대구광역시,90세이상,여자,사망률,십만명당,588.9,401.5,659.7
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,1 - 4세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,1 - 4세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,1 - 4세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,1 - 4세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,5 - 9세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,5 - 9세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,5 - 9세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,5 - 9세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,10 - 14세,남자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,10 - 14세,남자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,10 - 14세,여자,사망자수,명,0,0,0
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,10 - 14세,여자,사망률,십만명당,,,
특정 감염성 및 기생충성 질환 (A00-B99),인천광역시,15 - 19세,남자,사망자수,명,1,0,0
