특정 감염성 및 기생충성 질환 ,28,65 - 69세,2,3.8,7.3,19.6
특정 감염성 및 기생충성 질환 ,28,70 - 74세,2,27.2,26.9,24.2
특정 감염성 및 기생충성 질환 ,28,75 - 79세,2,59.1,62.5,86.5
특정 감염성 및 기생충성 질환 ,28,80세이상,2,211.8,263.1,264.2
특정 감염성 및 기생충성 질환 ,28,80 - 84세,2,119.4,193.8,174.7
특정 감염성 및 기생충성 질환 ,28,85 - 89세,2,232.1,275.1,325.5
특정 감염성 및 기생충성 질환 ,28,90세이상,2,554,523.9,490.3
특정 감염성 및 기생충성 질환 ,29,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,29,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,29,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,29,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,29,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,29,25 - 29세,2,4.7,0,0
특정 감염성 및 기생충성 질환 ,29,30 - 34세,2,1.9,0,0
특정 감염성 및 기생충성 질환 ,29,35 - 39세,2,0,1.7,1.7
특정 감염성 및 기생충성 질환 ,29,40 - 44세,2,0,0,1.6
특정 감염성 및 기생충성 질환 ,29,45 - 49세,2,0,0,0
특정 감염성 및 기생충성 질환 ,29,50 - 54세,2,3.5,1.8,5.3
특정 감염성 및 기생충성 질환 ,29,55 - 59세,2,5.9,3.7,0
특정 감염성 및 기생충성 질환 ,29,60 - 64세,2,8.6,0,5.1
특정 감염성 및 기생충성 질환 ,29,65 - 69세,2,6.8,22.9,19.3
특정 감염성 및 기생충성 질환 ,29,70 - 74세,2,32.9,33,45.2
특정 감염성 및 기생충성 질환 ,29,75 - 79세,2,37.3,55.9,98.7
특정 감염성 및 기생충성 질환 ,29,80세이상,2,193.5,312.2,415.8
특정 감염성 및 기생충성 질환 ,29,80 - 84세,2,155.4,177.8,167.2
특정 감염성 및 기생충성 질환 ,29,85 - 89세,2,247.1,460.4,612.7
특정 감염성 및 기생충성 질환 ,29,90세이상,2,233.1,534.4,991
특정 감염성 및 기생충성 질환 ,30,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,30,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,30,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,30,15 - 19세,2,0,0,2.2
특정 감염성 및 기생충성 질환 ,30,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,30,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,30,30 - 34세,2,0,0,0
특정 감염성 및 기생충성 질환 ,30,35 - 39세,2,0,1.7,0
특정 감염성 및 기생충성 질환 ,30,40 - 44세,2,3,0,0
특정 감염성 및 기생충성 질환 ,30,45 - 49세,2,0,1.5,0
특정 감염성 및 기생충성 질환 ,30,50 - 54세,2,6.4,3.3,1.7
특정 감염성 및 기생충성 질환 ,30,55 - 59세,2,1.8,5.1,1.7
특정 감염성 및 기생충성 질환 ,30,60 - 64세,2,0,0,4.5
특정 감염성 및 기생충성 질환 ,30,65 - 69세,2,21.5,17.1,9.9
특정 감염성 및 기생충성 질환 ,30,70 - 74세,2,25.2,16.9,38.4
특정 감염성 및 기생충성 질환 ,30,75 - 79세,2,58.4,67.3,53.3
특정 감염성 및 기생충성 질환 ,30,80세이상,2,198.6,201.8,245.7
특정 감염성 및 기생충성 질환 ,30,80 - 84세,2,184.3,149.2,112.8
특정 감염성 및 기생충성 질환 ,30,85 - 89세,2,206.2,292.2,325.5
특정 감염성 및 기생충성 질환 ,30,90세이상,2,244.4,230.9,641.5
특정 감염성 및 기생충성 질환 ,31,1 - 4세,2,0,4.3,0
특정 감염성 및 기생충성 질환 ,31,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,31,10 - 14세,2,0,3.7,0
특정 감염성 및 기생충성 질환 ,31,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,31,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,31,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,31,30 - 34세,2,0,2.5,0
특정 감염성 및 기생충성 질환 ,31,35 - 39세,2,0,0,0
특정 감염성 및 기생충성 질환 ,31,40 - 44세,2,0,0,2.2
특정 감염성 및 기생충성 질환 ,31,45 - 49세,2,0,0,0
특정 감염성 및 기생충성 질환 ,31,50 - 54세,2,3.9,2,0
특정 감염성 및 기생충성 질환 ,31,55 - 59세,2,0,2.1,0
특정 감염성 및 기생충성 질환 ,31,60 - 64세,2,10.7,9.6,2.9
특정 감염성 및 기생충성 질환 ,31,65 - 69세,2,11,5.1,9.4
특정 감염성 및 기생충성 질환 ,31,70 - 74세,2,20.7,34.7,41.4
특정 감염성 및 기생충성 질환 ,31,75 - 79세,2,162.8,78.1,98.1
특정 감염성 및 기생충성 질환 ,31,80세이상,2,259.6,280.6,256.3
특정 감염성 및 기생충성 질환 ,31,80 - 84세,2,234.1,167.3,145.4
특정 감염성 및 기생충성 질환 ,31,85 - 89세,2,314.8,473.8,281.7
특정 감염성 및 기생충성 질환 ,31,90세이상,2,244.3,340.4,676.2
특정 감염성 및 기생충성 질환 ,36,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,30 - 34세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,35 - 39세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,40 - 44세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,45 - 49세,2,16,0,0
특정 감염성 및 기생충성 질환 ,36,50 - 54세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,55 - 59세,2,0,0,0
특정 감염성 및 기생충성 질환 ,36,60 - 64세,2,0,20.4,0
특정 감염성 및 기생충성 질환 ,36,65 - 69세,2,0,0,24.4
특정 감염성 및 기생충성 질환 ,36,70 - 74세,2,32.7,63.5,0
특정 감염성 및 기생충성 질환 ,36,75 - 79세,2,37.1,0,95.6
특정 감염성 및 기생충성 질환 ,36,80세이상,2,173.9,179.8,536.1
특정 감염성 및 기생충성 질환 ,36,80 - 84세,2,101.8,137.4,169
특정 감염성 및 기생충성 질환 ,36,85 - 89세,2,291.3,168.7,897.2
특정 감염성 및 기생충성 질환 ,36,90세이상,2,219.3,381,1194.5
특정 감염성 및 기생충성 질환 ,41,1 - 4세,2,0,0.8,1.3
특정 감염성 및 기생충성 질환 ,41,5 - 9세,2,0,0.3,0
특정 감염성 및 기생충성 질환 ,41,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,41,15 - 19세,2,0,0.3,0
특정 감염성 및 기생충성 질환 ,41,20 - 24세,2,0,0.2,0
특정 감염성 및 기생충성 질환 ,41,25 - 29세,2,0.3,0,0.5
특정 감염성 및 기생충성 질환 ,41,30 - 34세,2,0.6,0.4,0.5
특정 감염성 및 기생충성 질환 ,41,35 - 39세,2,0.6,0.8,0.4
특정 감염성 및 기생충성 질환 ,41,40 - 44세,2,0.3,0.7,0.4
특정 감염성 및 기생충성 질환 ,41,45 - 49세,2,2,1.8,0.5
특정 감염성 및 기생충성 질환 ,41,50 - 54세,2,3.4,2.2,2.4
특정 감염성 및 기생충성 질환 ,41,55 - 59세,2,4.7,3.7,2.9
특정 감염성 및 기생충성 질환 ,41,60 - 64세,2,5.8,6.7,4.7
특정 감염성 및 기생충성 질환 ,41,65 - 69세,2,13.8,16,12
특정 감염성 및 기생충성 질환 ,41,70 - 74세,2,25.8,33.4,30.8
특정 감염성 및 기생충성 질환 ,41,75 - 79세,2,61.8,57.4,61.4
특정 감염성 및 기생충성 질환 ,41,80세이상,2,185.5,219.2,219.8
특정 감염성 및 기생충성 질환 ,41,80 - 84세,2,130.8,159.3,134.7
특정 감염성 및 기생충성 질환 ,41,85 - 89세,2,207.8,239.6,266.5
특정 감염성 및 기생충성 질환 ,41,90세이상,2,369.7,429.4,473.8
특정 감염성 및 기생충성 질환 ,42,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,42,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,42,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,42,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,42,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,42,25 - 29세,2,5.8,0,2.8
특정 감염성 및 기생충성 질환 ,42,30 - 34세,2,2.3,0,0
특정 감염성 및 기생충성 질환 ,42,35 - 39세,2,2.1,0,0
특정 감염성 및 기생충성 질환 ,42,40 - 44세,2,0,0,0
특정 감염성 및 기생충성 질환 ,42,45 - 49세,2,0,0,0
특정 감염성 및 기생충성 질환 ,42,50 - 54세,2,1.5,6.5,3.3
특정 감염성 및 기생충성 질환 ,42,55 - 59세,2,4.6,2.9,1.4
특정 감염성 및 기생충성 질환 ,42,60 - 64세,2,8.5,9.6,10.7
특정 감염성 및 기생충성 질환 ,42,65 - 69세,2,13.3,18.9,18.3
특정 감염성 및 기생충성 질환 ,42,70 - 74세,2,57.4,30.7,26.4
특정 감염성 및 기생충성 질환 ,42,75 - 79세,2,76.7,79.4,59.3
특정 감염성 및 기생충성 질환 ,42,80세이상,2,210.9,305.2,301.7
특정 감염성 및 기생충성 질환 ,42,80 - 84세,2,123.2,230.4,219.2
특정 감염성 및 기생충성 질환 ,42,85 - 89세,2,249.5,331.3,345.7
특정 감염성 및 기생충성 질환 ,42,90세이상,2,479.9,545.2,530.2
특정 감염성 및 기생충성 질환 ,43,1 - 4세,2,0,3.6,0
특정 감염성 및 기생충성 질환 ,43,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,43,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,43,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,43,20 - 24세,2,0,2.1,0
특정 감염성 및 기생충성 질환 ,43,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,43,30 - 34세,2,0,0,2.2
특정 감염성 및 기생충성 질환 ,43,35 - 39세,2,0,0,0
특정 감염성 및 기생충성 질환 ,43,40 - 44세,2,3.3,0,1.7
특정 감염성 및 기생충성 질환 ,43,45 - 49세,2,1.5,3,3
특정 감염성 및 기생충성 질환 ,43,50 - 54세,2,6.3,3.2,1.6
특정 감염성 및 기생충성 질환 ,43,55 - 59세,2,9.9,3.1,0
특정 감염성 및 기생충성 질환 ,43,60 - 64세,2,6.9,8.3,3.8
특정 감염성 및 기생충성 질환 ,43,65 - 69세,2,18.1,11.7,16.8
특정 감염성 및 기생충성 질환 ,43,70 - 74세,2,37.1,26.6,43.2
특정 감염성 및 기생충성 질환 ,43,75 - 79세,2,67.2,92.2,57.9
특정 감염성 및 기생충성 질환 ,43,80세이상,2,241.6,246.4,278.6
특정 감염성 및 기생충성 질환 ,43,80 - 84세,2,156.9,162.2,181
특정 감염성 및 기생충성 질환 ,43,85 - 89세,2,344,317.8,346.4
특정 감염성 및 기생충성 질환 ,43,90세이상,2,408.8,486.1,584.5
특정 감염성 및 기생충성 질환 ,44,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,44,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,44,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,44,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,44,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,44,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,44,30 - 34세,2,0,0,1.6
특정 감염성 및 기생충성 질환 ,44,35 - 39세,2,1.4,0,0
특정 감염성 및 기생충성 질환 ,44,40 - 44세,2,3.9,2.6,0
특정 감염성 및 기생충성 질환 ,44,45 - 49세,2,0,0,1.2
특정 감염성 및 기생충성 질환 ,44,50 - 54세,2,2.6,1.3,0
특정 감염성 및 기생충성 질환 ,44,55 - 59세,2,9.6,2.6,3.7
특정 감염성 및 기생충성 질환 ,44,60 - 64세,2,14.2,9.9,7.8
특정 감염성 및 기생충성 질환 ,44,65 - 69세,2,10.7,16.2,7.8
특정 감염성 및 기생충성 질환 ,44,70 - 74세,2,43.7,26.1,36.6
특정 감염성 및 기생충성 질환 ,44,75 - 79세,2,67.8,90.3,63.7
특정 감염성 및 기생충성 질환 ,44,80세이상,2,223.9,254.5,221.6
특정 감염성 및 기생충성 질환 ,44,80 - 84세,2,128.9,190.8,145.1
특정 감염성 및 기생충성 질환 ,44,85 - 89세,2,261.4,314.5,302.6
특정 감염성 및 기생충성 질환 ,44,90세이상,2,577,417.9,387
특정 감염성 및 기생충성 질환 ,45,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,45,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,45,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,45,15 - 19세,2,0,0,1.8
특정 감염성 및 기생충성 질환 ,45,20 - 24세,2,0,1.7,1.7
특정 감염성 및 기생충성 질환 ,45,25 - 29세,2,0,2.3,2.3
특정 감염성 및 기생충성 질환 ,45,30 - 34세,2,1.9,0,0
특정 감염성 및 기생충성 질환 ,45,35 - 39세,2,0,0,0
특정 감염성 및 기생충성 질환 ,45,40 - 44세,2,1.4,0,1.5
특정 감염성 및 기생충성 질환 ,45,45 - 49세,2,2.8,1.4,0
특정 감염성 및 기생충성 질환 ,45,50 - 54세,2,6.9,2.9,1.5
특정 감염성 및 기생충성 질환 ,45,55 - 59세,2,2.8,2.7,2.6
특정 감염성 및 기생충성 질환 ,45,60 - 64세,2,10.9,3.5,11.5
특정 감염성 및 기생충성 질환 ,45,65 - 69세,2,16.2,13.6,25.2
특정 감염성 및 기생충성 질환 ,45,70 - 74세,2,37.2,44.8,35.7
특정 감염성 및 기생충성 질환 ,45,75 - 79세,2,82.5,111.7,84
특정 감염성 및 기생충성 질환 ,45,80세이상,2,237.6,272.6,275.2
특정 감염성 및 기생충성 질환 ,45,80 - 84세,2,159.7,167.8,165.9
특정 감염성 및 기생충성 질환 ,45,85 - 89세,2,309.5,371.8,346.4
특정 감염성 및 기생충성 질환 ,45,90세이상,2,429.6,525.2,597.2
특정 감염성 및 기생충성 질환 ,46,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,46,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,46,10 - 14세,2,0,2.4,0
특정 감염성 및 기생충성 질환 ,46,15 - 19세,2,0,1.8,0
특정 감염성 및 기생충성 질환 ,46,20 - 24세,2,0,0,1.9
특정 감염성 및 기생충성 질환 ,46,25 - 29세,2,0,0,0
특정 감염성 및 기생충성 질환 ,46,30 - 34세,2,2,2.1,2.2
특정 감염성 및 기생충성 질환 ,46,35 - 39세,2,1.8,1.8,0
특정 감염성 및 기생충성 질환 ,46,40 - 44세,2,1.6,1.6,0
특정 감염성 및 기생충성 질환 ,46,45 - 49세,2,2.9,2.9,1.4
특정 감염성 및 기생충성 질환 ,46,50 - 54세,2,2.7,4.3,8.7
특정 감염성 및 기생충성 질환 ,46,55 - 59세,2,1.4,6.6,5.1
특정 감염성 및 기생충성 질환 ,46,60 - 64세,2,8.8,8.5,6.5
특정 감염성 및 기생충성 질환 ,46,65 - 69세,2,5.5,12.6,23.3
특정 감염성 및 기생충성 질환 ,46,70 - 74세,2,54,17.8,26.5
특정 감염성 및 기생충성 질환 ,46,75 - 79세,2,66.4,96.3,94
특정 감염성 및 기생충성 질환 ,46,80세이상,2,259.3,299.9,340.8
특정 감염성 및 기생충성 질환 ,46,80 - 84세,2,172.5,200.5,177.7
특정 감염성 및 기생충성 질환 ,46,85 - 89세,2,327.9,342.8,430.1
특정 감염성 및 기생충성 질환 ,46,90세이상,2,481.9,631.2,837.6
특정 감염성 및 기생충성 질환 ,47,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,47,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,47,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,47,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,47,20 - 24세,2,0,1.3,0
특정 감염성 및 기생충성 질환 ,47,25 - 29세,2,1.6,0,0
특정 감염성 및 기생충성 질환 ,47,30 - 34세,2,0,1.3,0
특정 감염성 및 기생충성 질환 ,47,35 - 39세,2,0,1.2,1.2
특정 감염성 및 기생충성 질환 ,47,40 - 44세,2,2,1,0
특정 감염성 및 기생충성 질환 ,47,45 - 49세,2,2.9,4.7,0
특정 감염성 및 기생충성 질환 ,47,50 - 54세,2,8.1,0.9,3.8
특정 감염성 및 기생충성 질환 ,47,55 - 59세,2,4.6,8.8,3.4
특정 감염성 및 기생충성 질환 ,47,60 - 64세,2,12.7,11.8,4.1
특정 감염성 및 기생충성 질환 ,47,65 - 69세,2,19.3,14,17.1
특정 감염성 및 기생충성 질환 ,47,70 - 74세,2,32.1,35.7,39.5
특정 감염성 및 기생충성 질환 ,47,75 - 79세,2,63.9,95.1,68.3
특정 감염성 및 기생충성 질환 ,47,80세이상,2,259.1,267.4,255.7
특정 감염성 및 기생충성 질환 ,47,80 - 84세,2,153.6,183.1,135.9
특정 감염성 및 기생충성 질환 ,47,85 - 89세,2,321.3,311.8,348.2
특정 감염성 및 기생충성 질환 ,47,90세이상,2,606,557.1,585
특정 감염성 및 기생충성 질환 ,48,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,48,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,48,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,48,15 - 19세,2,0,0,1
특정 감염성 및 기생충성 질환 ,48,20 - 24세,2,0,1,0
특정 감염성 및 기생충성 질환 ,48,25 - 29세,2,1.2,0,0
특정 감염성 및 기생충성 질환 ,48,30 - 34세,2,0.9,1,0
특정 감염성 및 기생충성 질환 ,48,35 - 39세,2,1.7,2.5,0
특정 감염성 및 기생충성 질환 ,48,40 - 44세,2,0,1.5,0.8
특정 감염성 및 기생충성 질환 ,48,45 - 49세,2,2.1,2.8,2.1
특정 감염성 및 기생충성 질환 ,48,50 - 54세,2,5.1,3.7,2.3
특정 감염성 및 기생충성 질환 ,48,55 - 59세,2,4.7,3,6.3
특정 감염성 및 기생충성 질환 ,48,60 - 64세,2,8.7,13.9,9.3
특정 감염성 및 기생충성 질환 ,48,65 - 69세,2,23.8,19.9,18.9
특정 감염성 및 기생충성 질환 ,48,70 - 74세,2,37.8,30.4,37.4
특정 감염성 및 기생충성 질환 ,48,75 - 79세,2,91.3,101.9,82.6
특정 감염성 및 기생충성 질환 ,48,80세이상,2,271.1,355.1,332.8
특정 감염성 및 기생충성 질환 ,48,80 - 84세,2,179.9,237,201.7
특정 감염성 및 기생충성 질환 ,48,85 - 89세,2,353.4,462.7,432.3
특정 감염성 및 기생충성 질환 ,48,90세이상,2,537.8,675.9,708.2
특정 감염성 및 기생충성 질환 ,49,1 - 4세,2,0,0,0
특정 감염성 및 기생충성 질환 ,49,5 - 9세,2,0,0,0
특정 감염성 및 기생충성 질환 ,49,10 - 14세,2,0,0,0
특정 감염성 및 기생충성 질환 ,49,15 - 19세,2,0,0,0
특정 감염성 및 기생충성 질환 ,49,20 - 24세,2,0,0,0
특정 감염성 및 기생충성 질환 ,49,25 - 29세,2,0,6.5,0
특정 감염성 및 기생충성 질환 ,49,30 - 34세,2,0,0,0
특정 감염성 및 기생충성 질환 ,49,35 - 39세,2,4.6,0,0
특정 감염성 및 기생충성 질환 ,49,40 - 44세,2,0,0,0
특정 감염성 및 기생충성 질환 ,49,45 - 49세,2,0,0,0
특정 감염성 및 기생충성 질환 ,49,50 - 54세,2,8.4,4.1,4.1
특정 감염성 및 기생충성 질환 ,49,55 - 59세,2,0,13.2,0
특정 감염성 및 기생충성 질환 ,49,60 - 64세,2,0,23.9,5.5
특정 감염성 및 기생충성 질환 ,49,65 - 69세,2,0,14.9,7.3
특정 감염성 및 기생충성 질환 ,49,70 - 74세,2,17.1,25.6,25.1
특정 감염성 및 기생충성 질환 ,49,75 - 79세,2,67.2,46.5,89.8
특정 감염성 및 기생충성 질환 ,49,80세이상,2,273,277.4,269.1
특정 감염성 및 기생충성 질환 ,49,80 - 84세,2,75.2,142.8,102.9
특정 감염성 및 기생충성 질환 ,49,85 - 89세,2,405.7,319.9,457.6
특정 감염성 및 기생충성 질환 ,49,90세이상,2,658,625.5,465
신생물 ,11,1 - 4세,2,1.9,3.3,2.1
신생물 ,11,5 - 9세,2,1.1,2.7,2.2
신생물 ,11,10 - 14세,2,0.5,1.5,1.6
신생물 ,11,15 - 19세,2,3.3,3.4,2.8
신생물 ,11,20 - 24세,2,2,2.6,2.4
신생물 ,11,25 - 29세,2,4.2,5.3,2.4
신생물 ,11,30 - 34세,2,13.4,10,9
신생물 ,11,35 - 39세,2,16.6,19.2,15.4
신생물 ,11,40 - 44세,2,32.7,28.7,27.5
신생물 ,11,45 - 49세,2,50.5,49.2,42.2
신생물 ,11,50 - 54세,2,71.7,79.7,76.4
신생물 ,11,55 - 59세,2,113.3,107.9,94.7
신생물 ,11,60 - 64세,2,150.9,156.6,139.4
신생물 ,11,65 - 69세,2,217.7,225.6,211.6
신생물 ,11,70 - 74세,2,391.4,358.6,319.1
신생물 ,11,75 - 79세,2,614.7,549.4,522.3
신생물 ,11,80세이상,2,1084.3,1048,1049.5
신생물 ,11,80 - 84세,2,918.9,878.1,884.7
신생물 ,11,85 - 89세,2,1292.4,1217,1262.8
신생물 ,11,90세이상,2,1299.1,1375.6,1266
신생물 ,26,1 - 4세,2,5.6,0,0
신생물 ,26,5 - 9세,2,0,1.5,3
신생물 ,26,10 - 14세,2,0,1.5,1.6
